,Tournament,League,Date,Gamelength,Team1,Team2,Team1Score,Team2Score,WinTeam,Year
26984,NA LCS 2013 Spring,NA LCS,2013-03-17 23:00:00,28:36,Team MRN,Team Curse,0,1,Team Curse,2013
26985,NA LCS 2013 Spring,NA LCS,2013-03-21 20:00:00,40:09,Dignitas,Team MRN,1,0,Dignitas,2013
26986,NA LCS 2013 Spring,NA LCS,2013-03-21 21:00:00,46:14,TSM,compLexity Gaming,1,0,TSM,2013
26987,NA LCS 2013 Spring,NA LCS,2013-03-21 22:00:00,31:21,Counter Logic Gaming,Dignitas,0,1,Dignitas,2013
26988,NA LCS 2013 Spring,NA LCS,2013-03-21 23:00:00,32:54,TSM,Team MRN,1,0,TSM,2013
8306,LPL 2013 Spring,LPL,2013-03-22 06:00:00,37:51,Team WE,Oh My God,1,0,Team WE,2013
8307,LPL 2013 Spring,LPL,2013-03-22 07:00:00,35:24,Royal Club,Wayi Spider China,1,0,Royal Club,2013
8308,LPL 2013 Spring,LPL,2013-03-22 08:00:00,31:02,Positive Energy,Wings of Aurora,1,0,Positive Energy,2013
8309,LPL 2013 Spring,LPL,2013-03-22 09:00:00,30:31,Invictus Gaming,Team Livemore,1,0,Invictus Gaming,2013
26989,NA LCS 2013 Spring,NA LCS,2013-03-23 00:00:00,23:53,Counter Logic Gaming,TSM,0,1,TSM,2013
26990,NA LCS 2013 Spring,NA LCS,2013-03-23 01:00:00,28:04,Team MRN,compLexity Gaming,1,0,Team MRN,2013
26991,NA LCS 2013 Spring,NA LCS,2013-03-23 02:00:00,55:27,Team Vulcun,Counter Logic Gaming,1,0,Team Vulcun,2013
26992,NA LCS 2013 Spring,NA LCS,2013-03-23 03:00:00,43:13,Dignitas,compLexity Gaming,1,0,Dignitas,2013
8310,LPL 2013 Spring,LPL,2013-03-23 06:00:00,31:11,Wayi Spider China,Team Livemore,0,1,Team Livemore,2013
8311,LPL 2013 Spring,LPL,2013-03-23 07:00:00,33:43,Oh My God,Wings of Aurora,1,0,Oh My God,2013
8312,LPL 2013 Spring,LPL,2013-03-23 08:00:00,28:14,Team WE,Positive Energy,1,0,Team WE,2013
8313,LPL 2013 Spring,LPL,2013-03-23 09:00:00,32:57,Royal Club,Invictus Gaming,0,1,Invictus Gaming,2013
29085,EU LCS 2013 Spring,EU LCS,2013-03-23 15:00:00,31:02,SK Gaming,Giants Gaming,1,0,SK Gaming,2013
29086,EU LCS 2013 Spring,EU LCS,2013-03-23 16:00:00,33:05,against All authority,Evil Geniuses.EU,0,1,Evil Geniuses.EU,2013
29087,EU LCS 2013 Spring,EU LCS,2013-03-23 17:00:00,36:35,Gambit Gaming,Fnatic,0,1,Fnatic,2013
29088,EU LCS 2013 Spring,EU LCS,2013-03-23 18:00:00,33:30,Copenhagen Wolves,DragonBorns,1,0,Copenhagen Wolves,2013
29089,EU LCS 2013 Spring,EU LCS,2013-03-23 19:00:00,26:50,Gambit Gaming,SK Gaming,1,0,Gambit Gaming,2013
8314,LPL 2013 Spring,LPL,2013-03-24 06:00:00,26:27,Wayi Spider China,Wings of Aurora,0,1,Wings of Aurora,2013
8315,LPL 2013 Spring,LPL,2013-03-24 07:00:00,26:37,Oh My God,Positive Energy,1,0,Oh My God,2013
8316,LPL 2013 Spring,LPL,2013-03-24 08:00:00,33:54,Royal Club,Team Livemore,0,1,Team Livemore,2013
8317,LPL 2013 Spring,LPL,2013-03-24 09:00:00,31:34,Team WE,Invictus Gaming,0,1,Invictus Gaming,2013
29090,EU LCS 2013 Spring,EU LCS,2013-03-24 13:00:00,32:10,Evil Geniuses.EU,Giants Gaming,1,0,Evil Geniuses.EU,2013
29091,EU LCS 2013 Spring,EU LCS,2013-03-24 14:00:00,24:15,against All authority,Copenhagen Wolves,0,1,Copenhagen Wolves,2013
29092,EU LCS 2013 Spring,EU LCS,2013-03-24 15:00:00,46:55,DragonBorns,Fnatic,0,1,Fnatic,2013
29093,EU LCS 2013 Spring,EU LCS,2013-03-24 16:00:00,30:48,against All authority,SK Gaming,0,1,SK Gaming,2013
29094,EU LCS 2013 Spring,EU LCS,2013-03-24 17:00:00,45:33,Copenhagen Wolves,Evil Geniuses.EU,1,0,Copenhagen Wolves,2013
29095,EU LCS 2013 Spring,EU LCS,2013-03-24 18:00:00,33:17,Fnatic,Giants Gaming,1,0,Fnatic,2013
29096,EU LCS 2013 Spring,EU LCS,2013-03-24 19:00:00,30:02,DragonBorns,Gambit Gaming,0,1,Gambit Gaming,2013
8318,LPL 2013 Spring,LPL,2013-03-29 06:00:00,38:33,Team WE,Team Livemore,1,0,Team WE,2013
8319,LPL 2013 Spring,LPL,2013-03-29 07:00:00,23:05,Royal Club,Wings of Aurora,1,0,Royal Club,2013
8320,LPL 2013 Spring,LPL,2013-03-29 08:00:00,28:49,Wayi Spider China,Positive Energy,0,1,Positive Energy,2013
8321,LPL 2013 Spring,LPL,2013-03-29 09:00:00,37:23,Oh My God,Invictus Gaming,1,0,Oh My God,2013
8322,LPL 2013 Spring,LPL,2013-03-30 06:00:00,25:09,Team WE,Wings of Aurora,1,0,Team WE,2013
8323,LPL 2013 Spring,LPL,2013-03-30 07:00:00,52:23,Royal Club,Positive Energy,0,1,Positive Energy,2013
8324,LPL 2013 Spring,LPL,2013-03-30 08:00:00,27:34,Wayi Spider China,Invictus Gaming,0,1,Invictus Gaming,2013
8325,LPL 2013 Spring,LPL,2013-03-30 09:00:00,31:26,Oh My God,Team Livemore,1,0,Oh My God,2013
29097,EU LCS 2013 Spring,EU LCS,2013-03-30 14:00:00,56:25,Giants Gaming,Gambit Gaming,1,0,Giants Gaming,2013
29098,EU LCS 2013 Spring,EU LCS,2013-03-30 15:00:00,29:09,against All authority,Fnatic,0,1,Fnatic,2013
29099,EU LCS 2013 Spring,EU LCS,2013-03-30 16:00:00,49:30,Copenhagen Wolves,SK Gaming,0,1,SK Gaming,2013
29100,EU LCS 2013 Spring,EU LCS,2013-03-30 17:00:00,51:31,DragonBorns,against All authority,0,1,against All authority,2013
26993,NA LCS 2013 Spring,NA LCS,2013-03-30 19:00:00,34:45,TSM,Counter Logic Gaming,1,0,TSM,2013
26994,NA LCS 2013 Spring,NA LCS,2013-03-30 20:00:00,32:50,Team Curse,Dignitas,1,0,Team Curse,2013
26995,NA LCS 2013 Spring,NA LCS,2013-03-30 21:00:00,37:57,Good Game University,Team Vulcun,1,0,Good Game University,2013
26996,NA LCS 2013 Spring,NA LCS,2013-03-30 22:00:00,40:48,compLexity Gaming,Team MRN,1,0,compLexity Gaming,2013
26997,NA LCS 2013 Spring,NA LCS,2013-03-30 23:00:00,40:00,TSM,Dignitas,0,1,Dignitas,2013
26998,NA LCS 2013 Spring,NA LCS,2013-03-31 00:00:00,30:18,Counter Logic Gaming,Team Curse,1,0,Counter Logic Gaming,2013
8326,LPL 2013 Spring,LPL,2013-03-31 06:00:00,34:50,Team Livemore,Wings of Aurora,0,1,Wings of Aurora,2013
8327,LPL 2013 Spring,LPL,2013-03-31 07:00:00,24:11,Wayi Spider China,Oh My God,0,1,Oh My God,2013
8328,LPL 2013 Spring,LPL,2013-03-31 08:00:00,34:50,Positive Energy,Invictus Gaming,0,1,Invictus Gaming,2013
8329,LPL 2013 Spring,LPL,2013-03-31 09:00:00,56:22,Team WE,Royal Club,1,0,Team WE,2013
29101,EU LCS 2013 Spring,EU LCS,2013-03-31 13:00:00,30:28,SK Gaming,Gambit Gaming,0,1,Gambit Gaming,2013
29102,EU LCS 2013 Spring,EU LCS,2013-03-31 14:00:00,31:24,Copenhagen Wolves,against All authority,1,0,Copenhagen Wolves,2013
29103,EU LCS 2013 Spring,EU LCS,2013-03-31 15:00:00,32:54,DragonBorns,Giants Gaming,0,1,Giants Gaming,2013
29104,EU LCS 2013 Spring,EU LCS,2013-03-31 16:00:00,41:47,Gambit Gaming,Copenhagen Wolves,1,0,Gambit Gaming,2013
26999,NA LCS 2013 Spring,NA LCS,2013-03-31 19:00:00,28:50,Team MRN,Team Vulcun,1,0,Team MRN,2013
27000,NA LCS 2013 Spring,NA LCS,2013-03-31 20:00:00,45:28,compLexity Gaming,Good Game University,0,1,Good Game University,2013
27001,NA LCS 2013 Spring,NA LCS,2013-03-31 21:00:00,31:32,Team MRN,Dignitas,0,1,Dignitas,2013
27002,NA LCS 2013 Spring,NA LCS,2013-03-31 22:00:00,41:20,Counter Logic Gaming,compLexity Gaming,1,0,Counter Logic Gaming,2013
27003,NA LCS 2013 Spring,NA LCS,2013-03-31 23:00:00,34:59,Good Game University,TSM,0,1,TSM,2013
27004,NA LCS 2013 Spring,NA LCS,2013-04-01 00:00:00,31:52,Team Vulcun,Team Curse,0,1,Team Curse,2013
27005,NA LCS 2013 Spring,NA LCS,2013-04-04 20:00:00,41:34,compLexity Gaming,Counter Logic Gaming,1,0,compLexity Gaming,2013
27006,NA LCS 2013 Spring,NA LCS,2013-04-04 21:00:00,44:32,Good Game University,Team Curse,0,1,Team Curse,2013
27007,NA LCS 2013 Spring,NA LCS,2013-04-04 22:00:00,31:30,Team Vulcun,TSM,1,0,Team Vulcun,2013
27008,NA LCS 2013 Spring,NA LCS,2013-04-04 23:00:00,55:02,Team MRN,compLexity Gaming,1,0,Team MRN,2013
8330,LPL 2013 Spring,LPL,2013-04-05 06:00:00,37:16,Royal Club,Oh My God,1,0,Royal Club,2013
8331,LPL 2013 Spring,LPL,2013-04-05 07:00:00,29:32,Positive Energy,Team Livemore,1,0,Positive Energy,2013
8332,LPL 2013 Spring,LPL,2013-04-05 08:00:00,29:55,Invictus Gaming,Wings of Aurora,1,0,Invictus Gaming,2013
8333,LPL 2013 Spring,LPL,2013-04-05 09:00:00,25:53,Team WE,Wayi Spider China,1,0,Team WE,2013
27009,NA LCS 2013 Spring,NA LCS,2013-04-05 22:00:00,31:48,TSM,Team Curse,1,0,TSM,2013
27010,NA LCS 2013 Spring,NA LCS,2013-04-05 23:00:00,36:02,Team Vulcun,compLexity Gaming,0,1,compLexity Gaming,2013
27011,NA LCS 2013 Spring,NA LCS,2013-04-06 00:00:00,32:53,Team MRN,Good Game University,0,1,Good Game University,2013
27012,NA LCS 2013 Spring,NA LCS,2013-04-06 01:00:00,32:27,Team Curse,Team Vulcun,1,0,Team Curse,2013
8334,LPL 2013 Spring,LPL,2013-04-06 06:00:00,42:14,Team WE,Oh My God,1,0,Team WE,2013
8335,LPL 2013 Spring,LPL,2013-04-06 07:00:00,26:19,Royal Club,Wayi Spider China,1,0,Royal Club,2013
8336,LPL 2013 Spring,LPL,2013-04-06 08:00:00,19:08,Positive Energy,Wings of Aurora,1,0,Positive Energy,2013
8337,LPL 2013 Spring,LPL,2013-04-06 09:00:00,32:12,Invictus Gaming,Team Livemore,1,0,Invictus Gaming,2013
29105,EU LCS 2013 Spring,EU LCS,2013-04-06 12:00:00,34:43,SK Gaming,Fnatic,0,1,Fnatic,2013
29106,EU LCS 2013 Spring,EU LCS,2013-04-06 13:00:00,33:45,Gambit Gaming,Evil Geniuses.EU,1,0,Gambit Gaming,2013
29107,EU LCS 2013 Spring,EU LCS,2013-04-06 14:00:00,22:41,Giants Gaming,Copenhagen Wolves,0,1,Copenhagen Wolves,2013
29108,EU LCS 2013 Spring,EU LCS,2013-04-06 15:00:00,33:11,against All authority,DragonBorns,1,0,against All authority,2013
29109,EU LCS 2013 Spring,EU LCS,2013-04-06 16:00:00,39:02,SK Gaming,Evil Geniuses.EU,1,0,SK Gaming,2013
29110,EU LCS 2013 Spring,EU LCS,2013-04-06 17:00:00,28:40,Fnatic,Gambit Gaming,0,1,Gambit Gaming,2013
8338,LPL 2013 Spring,LPL,2013-04-07 06:00:00,49:01,Wayi Spider China,Team Livemore,1,0,Wayi Spider China,2013
8339,LPL 2013 Spring,LPL,2013-04-07 07:00:00,34:03,Oh My God,Wings of Aurora,1,0,Oh My God,2013
8340,LPL 2013 Spring,LPL,2013-04-07 08:00:00,30:30,Team WE,Positive Energy,1,0,Team WE,2013
8341,LPL 2013 Spring,LPL,2013-04-07 09:00:00,24:48,Royal Club,Invictus Gaming,1,0,Royal Club,2013
29111,EU LCS 2013 Spring,EU LCS,2013-04-07 12:00:00,33:59,DragonBorns,Copenhagen Wolves,0,1,Copenhagen Wolves,2013
29112,EU LCS 2013 Spring,EU LCS,2013-04-07 13:00:00,36:25,against All authority,Giants Gaming,1,0,against All authority,2013
29113,EU LCS 2013 Spring,EU LCS,2013-04-07 14:00:00,33:04,DragonBorns,Evil Geniuses.EU,0,1,Evil Geniuses.EU,2013
29114,EU LCS 2013 Spring,EU LCS,2013-04-07 15:00:00,28:08,Fnatic,against All authority,1,0,Fnatic,2013
29115,EU LCS 2013 Spring,EU LCS,2013-04-07 16:00:00,21:07,Giants Gaming,SK Gaming,0,1,SK Gaming,2013
29116,EU LCS 2013 Spring,EU LCS,2013-04-07 17:00:00,32:28,Copenhagen Wolves,Gambit Gaming,0,1,Gambit Gaming,2013
27013,NA LCS 2013 Spring,NA LCS,2013-04-11 20:00:00,29:29,Team Curse,Team MRN,1,0,Team Curse,2013
27014,NA LCS 2013 Spring,NA LCS,2013-04-11 21:00:00,25:56,Dignitas,Counter Logic Gaming,0,1,Counter Logic Gaming,2013
27015,NA LCS 2013 Spring,NA LCS,2013-04-11 22:00:00,46:34,compLexity Gaming,Team Curse,0,1,Team Curse,2013
27016,NA LCS 2013 Spring,NA LCS,2013-04-11 23:00:00,29:15,Good Game University,Team MRN,1,0,Good Game University,2013
8342,LPL 2013 Spring,LPL,2013-04-12 06:00:00,34:19,Wayi Spider China,Wings of Aurora,1,0,Wayi Spider China,2013
8343,LPL 2013 Spring,LPL,2013-04-12 07:00:00,36:09,Oh My God,Positive Energy,0,1,Positive Energy,2013
8344,LPL 2013 Spring,LPL,2013-04-12 08:00:00,25:48,Royal Club,Team Livemore,1,0,Royal Club,2013
8345,LPL 2013 Spring,LPL,2013-04-12 09:00:00,45:38,Team WE,Invictus Gaming,0,1,Invictus Gaming,2013
27017,NA LCS 2013 Spring,NA LCS,2013-04-13 00:00:00,39:18,Good Game University,Dignitas,1,0,Good Game University,2013
27018,NA LCS 2013 Spring,NA LCS,2013-04-13 01:00:00,35:19,Counter Logic Gaming,Team MRN,0,1,Team MRN,2013
27019,NA LCS 2013 Spring,NA LCS,2013-04-13 02:00:00,31:06,Good Game University,compLexity Gaming,1,0,Good Game University,2013
27020,NA LCS 2013 Spring,NA LCS,2013-04-13 03:00:00,24:29,Team Curse,TSM,0,1,TSM,2013
8346,LPL 2013 Spring,LPL,2013-04-13 06:00:00,38:03,Team WE,Team Livemore,0,1,Team Livemore,2013
8347,LPL 2013 Spring,LPL,2013-04-13 07:00:00,37:32,Royal Club,Wings of Aurora,1,0,Royal Club,2013
8348,LPL 2013 Spring,LPL,2013-04-13 08:00:00,24:55,Wayi Spider China,Positive Energy,0,1,Positive Energy,2013
8349,LPL 2013 Spring,LPL,2013-04-13 09:00:00,43:26,Oh My God,Invictus Gaming,1,0,Oh My God,2013
29117,EU LCS 2013 Spring,EU LCS,2013-04-13 16:00:00,46:45,Gambit Gaming,DragonBorns,1,0,Gambit Gaming,2013
29118,EU LCS 2013 Spring,EU LCS,2013-04-13 17:00:00,31:19,Evil Geniuses.EU,Fnatic,1,0,Evil Geniuses.EU,2013
29119,EU LCS 2013 Spring,EU LCS,2013-04-13 18:00:00,59:19,against All authority,Gambit Gaming,0,1,Gambit Gaming,2013
29120,EU LCS 2013 Spring,EU LCS,2013-04-13 19:00:00,30:49,Giants Gaming,DragonBorns,0,1,DragonBorns,2013
8350,LPL 2013 Spring,LPL,2013-04-14 06:00:00,36:18,Team WE,Wings of Aurora,1,0,Team WE,2013
8351,LPL 2013 Spring,LPL,2013-04-14 07:00:00,38:14,Royal Club,Positive Energy,0,1,Positive Energy,2013
8352,LPL 2013 Spring,LPL,2013-04-14 08:00:00,26:45,Wayi Spider China,Invictus Gaming,0,1,Invictus Gaming,2013
8353,LPL 2013 Spring,LPL,2013-04-14 09:00:00,23:56,Oh My God,Team Livemore,1,0,Oh My God,2013
29121,EU LCS 2013 Spring,EU LCS,2013-04-14 16:00:00,32:38,Giants Gaming,Evil Geniuses.EU,1,0,Giants Gaming,2013
29122,EU LCS 2013 Spring,EU LCS,2013-04-14 17:00:00,29:30,Fnatic,DragonBorns,1,0,Fnatic,2013
29123,EU LCS 2013 Spring,EU LCS,2013-04-14 18:00:00,27:50,Giants Gaming,against All authority,1,0,Giants Gaming,2013
29124,EU LCS 2013 Spring,EU LCS,2013-04-14 19:00:00,37:45,Gambit Gaming,SK Gaming,0,1,SK Gaming,2013
27021,NA LCS 2013 Spring,NA LCS,2013-04-17 20:00:00,39:02,compLexity Gaming,Dignitas,1,0,compLexity Gaming,2013
27022,NA LCS 2013 Spring,NA LCS,2013-04-17 21:00:00,44:46,Team MRN,TSM,0,1,TSM,2013
27023,NA LCS 2013 Spring,NA LCS,2013-04-17 22:00:00,36:47,compLexity Gaming,Good Game University,1,0,compLexity Gaming,2013
27024,NA LCS 2013 Spring,NA LCS,2013-04-17 23:00:00,38:12,Counter Logic Gaming,TSM,0,1,TSM,2013
27025,NA LCS 2013 Spring,NA LCS,2013-04-18 00:00:00,55:02,Team Curse,Good Game University,0,1,Good Game University,2013
27026,NA LCS 2013 Spring,NA LCS,2013-04-18 01:00:00,33:01,Counter Logic Gaming,Dignitas,1,0,Counter Logic Gaming,2013
27027,NA LCS 2013 Spring,NA LCS,2013-04-18 20:00:00,40:51,Team Vulcun,Team MRN,1,0,Team Vulcun,2013
27028,NA LCS 2013 Spring,NA LCS,2013-04-18 21:00:00,26:57,compLexity Gaming,TSM,0,1,TSM,2013
27029,NA LCS 2013 Spring,NA LCS,2013-04-18 22:00:00,37:50,Team MRN,Team Curse,0,1,Team Curse,2013
27030,NA LCS 2013 Spring,NA LCS,2013-04-18 23:00:00,35:28,Team Vulcun,Good Game University,1,0,Team Vulcun,2013
27031,NA LCS 2013 Spring,NA LCS,2013-04-19 00:00:00,45:07,Dignitas,Team Curse,1,0,Dignitas,2013
27032,NA LCS 2013 Spring,NA LCS,2013-04-19 01:00:00,38:56,Counter Logic Gaming,Team Vulcun,1,0,Counter Logic Gaming,2013
8354,LPL 2013 Spring,LPL,2013-04-19 06:00:00,33:13,Wings of Aurora,Team Livemore,0,1,Team Livemore,2013
8355,LPL 2013 Spring,LPL,2013-04-19 07:00:00,26:41,Oh My God,Wayi Spider China,1,0,Oh My God,2013
8356,LPL 2013 Spring,LPL,2013-04-19 08:00:00,31:22,Invictus Gaming,Positive Energy,1,0,Invictus Gaming,2013
8357,LPL 2013 Spring,LPL,2013-04-19 09:00:00,49:19,Royal Club,Team WE,1,0,Royal Club,2013
29125,EU LCS 2013 Spring,EU LCS,2013-04-19 12:00:00,54:00,against All authority,Evil Geniuses.EU,1,0,against All authority,2013
29126,EU LCS 2013 Spring,EU LCS,2013-04-19 13:00:00,34:28,DragonBorns,SK Gaming,0,1,SK Gaming,2013
29127,EU LCS 2013 Spring,EU LCS,2013-04-19 14:00:00,35:50,against All authority,Giants Gaming,1,0,against All authority,2013
29128,EU LCS 2013 Spring,EU LCS,2013-04-19 15:00:00,51:52,Fnatic,SK Gaming,1,0,Fnatic,2013
29129,EU LCS 2013 Spring,EU LCS,2013-04-19 16:00:00,40:49,Gambit Gaming,Giants Gaming,1,0,Gambit Gaming,2013
29130,EU LCS 2013 Spring,EU LCS,2013-04-19 17:00:00,22:56,Fnatic,Evil Geniuses.EU,1,0,Fnatic,2013
27033,NA LCS 2013 Spring,NA LCS,2013-04-19 20:00:00,42:51,Team MRN,Counter Logic Gaming,1,0,Team MRN,2013
27034,NA LCS 2013 Spring,NA LCS,2013-04-19 21:00:00,48:08,Team Curse,compLexity Gaming,0,1,compLexity Gaming,2013
27035,NA LCS 2013 Spring,NA LCS,2013-04-19 22:00:00,38:38,TSM,Good Game University,1,0,TSM,2013
27036,NA LCS 2013 Spring,NA LCS,2013-04-19 23:00:00,39:25,Dignitas,Team Vulcun,0,1,Team Vulcun,2013
27037,NA LCS 2013 Spring,NA LCS,2013-04-20 00:00:00,34:15,Good Game University,Counter Logic Gaming,1,0,Good Game University,2013
27038,NA LCS 2013 Spring,NA LCS,2013-04-20 01:00:00,32:00,Dignitas,TSM,0,1,TSM,2013
27039,NA LCS 2013 Spring,NA LCS,2013-04-20 02:00:00,29:29,compLexity Gaming,Team MRN,0,1,Team MRN,2013
27040,NA LCS 2013 Spring,NA LCS,2013-04-20 03:00:00,35:42,Team Vulcun,Team Curse,1,0,Team Vulcun,2013
8358,LPL 2013 Spring,LPL,2013-04-20 06:00:00,25:30,Wayi Spider China,Team WE,0,1,Team WE,2013
8359,LPL 2013 Spring,LPL,2013-04-20 07:00:00,24:46,Wings of Aurora,Invictus Gaming,0,1,Invictus Gaming,2013
8360,LPL 2013 Spring,LPL,2013-04-20 08:00:00,31:14,Team Livemore,Positive Energy,0,1,Positive Energy,2013
8361,LPL 2013 Spring,LPL,2013-04-20 09:00:00,35:01,Oh My God,Royal Club,1,0,Oh My God,2013
29131,EU LCS 2013 Spring,EU LCS,2013-04-20 12:00:00,38:08,Copenhagen Wolves,DragonBorns,1,0,Copenhagen Wolves,2013
29132,EU LCS 2013 Spring,EU LCS,2013-04-20 13:00:00,30:13,against All authority,SK Gaming,0,1,SK Gaming,2013
29133,EU LCS 2013 Spring,EU LCS,2013-04-20 14:00:00,26:31,DragonBorns,Gambit Gaming,0,1,Gambit Gaming,2013
29134,EU LCS 2013 Spring,EU LCS,2013-04-20 15:00:00,38:17,Copenhagen Wolves,Giants Gaming,1,0,Copenhagen Wolves,2013
29135,EU LCS 2013 Spring,EU LCS,2013-04-20 16:00:00,49:00,Evil Geniuses.EU,Gambit Gaming,1,0,Evil Geniuses.EU,2013
29136,EU LCS 2013 Spring,EU LCS,2013-04-20 17:00:00,45:01,Fnatic,Copenhagen Wolves,0,1,Copenhagen Wolves,2013
8362,LPL 2013 Spring,LPL,2013-04-21 06:00:00,33:09,Wings of Aurora,Positive Energy,0,1,Positive Energy,2013
8363,LPL 2013 Spring,LPL,2013-04-21 07:00:00,29:21,Oh My God,Team WE,1,0,Oh My God,2013
8364,LPL 2013 Spring,LPL,2013-04-21 08:00:00,27:18,Wayi Spider China,Royal Club,0,1,Royal Club,2013
8365,LPL 2013 Spring,LPL,2013-04-21 09:00:00,33:13,Team Livemore,Invictus Gaming,0,1,Invictus Gaming,2013
29137,EU LCS 2013 Spring,EU LCS,2013-04-21 12:00:00,28:38,DragonBorns,Fnatic,0,1,Fnatic,2013
29138,EU LCS 2013 Spring,EU LCS,2013-04-21 13:00:00,35:28,Gambit Gaming,against All authority,1,0,Gambit Gaming,2013
29139,EU LCS 2013 Spring,EU LCS,2013-04-21 14:00:00,61:22,SK Gaming,Giants Gaming,1,0,SK Gaming,2013
29140,EU LCS 2013 Spring,EU LCS,2013-04-21 15:00:00,43:52,Evil Geniuses.EU,Copenhagen Wolves,1,0,Evil Geniuses.EU,2013
29141,EU LCS 2013 Spring,EU LCS,2013-04-21 16:00:00,41:58,Giants Gaming,Fnatic,0,1,Fnatic,2013
29142,EU LCS 2013 Spring,EU LCS,2013-04-21 17:00:00,52:00,Copenhagen Wolves,Gambit Gaming,1,0,Copenhagen Wolves,2013
29143,EU LCS 2013 Spring,EU LCS,2013-04-21 18:00:00,40:05,against All authority,DragonBorns,0,1,DragonBorns,2013
29144,EU LCS 2013 Spring,EU LCS,2013-04-21 19:00:00,36:23,Evil Geniuses.EU,SK Gaming,1,0,Evil Geniuses.EU,2013
8366,LPL 2013 Spring,LPL,2013-04-26 06:00:00,36:11,Wings of Aurora,Oh My God,0,1,Oh My God,2013
8367,LPL 2013 Spring,LPL,2013-04-26 07:00:00,29:36,Invictus Gaming,Royal Club,1,0,Invictus Gaming,2013
8368,LPL 2013 Spring,LPL,2013-04-26 08:00:00,46:43,Team Livemore,Wayi Spider China,1,0,Team Livemore,2013
8369,LPL 2013 Spring,LPL,2013-04-26 09:00:00,24:57,Positive Energy,Team WE,0,1,Team WE,2013
29145,EU LCS 2013 Spring Playoffs,EU LCS,2013-04-26 15:00:00,32:40,Copenhagen Wolves,Evil Geniuses.EU,1,1,Copenhagen Wolves,2013
29147,EU LCS 2013 Spring Playoffs,EU LCS,2013-04-26 15:00:00,49:38,Evil Geniuses.EU,Copenhagen Wolves,1,0,Evil Geniuses.EU,2013
29146,EU LCS 2013 Spring Playoffs,EU LCS,2013-04-26 15:00:00,33:25,Evil Geniuses.EU,Copenhagen Wolves,2,1,Evil Geniuses.EU,2013
27041,NA LCS 2013 Spring Playoffs,NA LCS,2013-04-26 23:00:00,34:30,Dignitas,Good Game University,0,1,Good Game University,2013
27042,NA LCS 2013 Spring Playoffs,NA LCS,2013-04-27 00:00:00,29:12,Good Game University,Dignitas,1,1,Dignitas,2013
27043,NA LCS 2013 Spring Playoffs,NA LCS,2013-04-27 01:00:00,47:11,Dignitas,Good Game University,1,2,Good Game University,2013
27044,NA LCS 2013 Spring Playoffs,NA LCS,2013-04-27 02:00:00,27:35,Counter Logic Gaming,Team Vulcun,0,1,Team Vulcun,2013
27045,NA LCS 2013 Spring Playoffs,NA LCS,2013-04-27 03:00:00,32:23,Team Vulcun,Counter Logic Gaming,1,1,Counter Logic Gaming,2013
27046,NA LCS 2013 Spring Playoffs,NA LCS,2013-04-27 04:00:00,40:37,Counter Logic Gaming,Team Vulcun,1,2,Team Vulcun,2013
8370,LPL 2013 Spring,LPL,2013-04-27 06:00:00,26:27,Wayi Spider China,Wings of Aurora,0,1,Wings of Aurora,2013
8371,LPL 2013 Spring,LPL,2013-04-27 07:00:00,31:29,Team Livemore,Royal Club,1,0,Team Livemore,2013
8372,LPL 2013 Spring,LPL,2013-04-27 08:00:00,31:40,Invictus Gaming,Team WE,0,1,Team WE,2013
8373,LPL 2013 Spring,LPL,2013-04-27 09:00:00,41:08,Positive Energy,Oh My God,0,1,Oh My God,2013
29148,EU LCS 2013 Spring Playoffs,EU LCS,2013-04-27 11:00:00,23:15,SK Gaming,Gambit Gaming,0,2,Gambit Gaming,2013
29149,EU LCS 2013 Spring Playoffs,EU LCS,2013-04-27 11:00:00,33:09,Gambit Gaming,SK Gaming,1,0,Gambit Gaming,2013
29152,EU LCS 2013 Spring Playoffs,EU LCS,2013-04-27 14:00:00,52:31,Evil Geniuses.EU,Fnatic,1,1,Evil Geniuses.EU,2013
29151,EU LCS 2013 Spring Playoffs,EU LCS,2013-04-27 14:00:00,38:46,Fnatic,Evil Geniuses.EU,1,0,Fnatic,2013
29150,EU LCS 2013 Spring Playoffs,EU LCS,2013-04-27 14:00:00,34:10,Fnatic,Evil Geniuses.EU,2,1,Fnatic,2013
27047,NA LCS 2013 Spring Playoffs,NA LCS,2013-04-27 20:00:00,32:35,Team Curse,Good Game University,0,1,Good Game University,2013
27048,NA LCS 2013 Spring Playoffs,NA LCS,2013-04-27 21:00:00,60:28,Good Game University,Team Curse,1,1,Team Curse,2013
27049,NA LCS 2013 Spring Playoffs,NA LCS,2013-04-27 22:00:00,41:52,Team Curse,Good Game University,1,2,Good Game University,2013
27050,NA LCS 2013 Spring Playoffs,NA LCS,2013-04-27 23:00:00,30:30,TSM,Team Vulcun,1,0,TSM,2013
27051,NA LCS 2013 Spring Playoffs,NA LCS,2013-04-28 00:00:00,39:05,Team Vulcun,TSM,1,1,Team Vulcun,2013
27052,NA LCS 2013 Spring Playoffs,NA LCS,2013-04-28 01:00:00,32:42,TSM,Team Vulcun,2,1,TSM,2013
8374,LPL 2013 Spring,LPL,2013-04-28 06:00:00,53:00,Team Livemore,Team WE,1,0,Team Livemore,2013
8375,LPL 2013 Spring,LPL,2013-04-28 07:00:00,38:27,Wings of Aurora,Royal Club,0,1,Royal Club,2013
